# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jan  3 22:48:10 2017
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN alt_name:       Confirmed Name
# COLUMN tm_designation: 2MASS Name
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN koi_list_flag:  Is in KOI List?
# COLUMN last_update:    Date of Last Update
#
rowid,kepid,kepoi_name,kepler_name,alt_name,tm_designation,ra_str,ra,dec_str,dec,koi_list_flag,last_update
159,757450,K00889.01,Kepler-75 b,Kepler-75 b,2MASS J19243302+3634385,19h24m33.02s,291.137600,+36d34m38.6s,36.577381,YES,2013-04-30 0
160,4570949,K01658.01,Kepler-76 b,Kepler-76 b,2MASS J19364610+3937084,19h36m46.11s,294.192110,+39d37m08.4s,39.618999,YES,2013-10-25 0
161,8359498,K00127.01,Kepler-77 b,Kepler-77 b,2MASS J19182590+4420435,19h18m25.91s,289.607970,+44d20m43.5s,44.345421,YES,2013-09-05 0
162,8435766,,Kepler-78 b,Kepler-78 b,2MASS J19345800+4426539,19h34m58.00s,293.741670,+44d26m54.0s,44.448330,NO,2013-07-18 0
163,8394721,K00152.03,Kepler-79 b,Kepler-79 b,2MASS J20020411+4422536,20h02m04.11s,300.517120,+44d22m53.7s,44.381580,YES,2013-08-28 0
164,8394721,K00152.02,Kepler-79 c,Kepler-79 c,2MASS J20020411+4422536,20h02m04.11s,300.517120,+44d22m53.7s,44.381580,YES,2013-08-28 0
165,8394721,K00152.01,Kepler-79 d,Kepler-79 d,2MASS J20020411+4422536,20h02m04.11s,300.517120,+44d22m53.7s,44.381580,YES,2014-02-26 0
166,8394721,K00152.04,Kepler-79 e,Kepler-79 e,2MASS J20020411+4422536,20h02m04.11s,300.517120,+44d22m53.7s,44.381580,YES,2014-02-26 0
167,4852528,K00500.01,Kepler-80 b,Kepler-80 b,2MASS J19442701+3958436,19h44m27.02s,296.112580,+39d58m43.6s,39.978779,YES,2013-08-28 0
168,4852528,K00500.02,Kepler-80 c,Kepler-80 c,2MASS J19442701+3958436,19h44m27.02s,296.112580,+39d58m43.6s,39.978779,YES,2013-08-28 0
169,4852528,K00500.03,Kepler-80 d,Kepler-80 d,2MASS J19442701+3958436,19h44m27.02s,296.112580,+39d58m43.6s,39.978779,YES,2014-02-26 0
170,4852528,K00500.04,Kepler-80 e,Kepler-80 e,2MASS J19442701+3958436,19h44m27.02s,296.112580,+39d58m43.6s,39.978779,YES,2014-02-26 0
171,4852528,K00500.05,Kepler-80 f,Kepler-80 f,2MASS J19442701+3958436,19h44m27.02s,296.112580,+39d58m43.6s,39.978779,YES,2016-05-10 0
172,7287995,K00877.01,Kepler-81 b,Kepler-81 b,2MASS J19343286+4249298,19h34m32.87s,293.636960,+42d49m29.9s,42.824970,YES,2013-08-28 0
173,7287995,K00877.02,Kepler-81 c,Kepler-81 c,2MASS J19343286+4249298,19h34m32.87s,293.636960,+42d49m29.9s,42.824970,YES,2013-08-28 0
174,7287995,K00877.03,Kepler-81 d,Kepler-81 d,2MASS J19343286+4249298,19h34m32.87s,293.636960,+42d49m29.9s,42.824970,YES,2014-02-26 0
175,7366258,K00880.01,Kepler-82 b,Kepler-82 b,2MASS J19312961+4257580,19h31m29.61s,292.873380,+42d57m58.1s,42.966141,YES,2013-08-28 0
176,7366258,K00880.02,Kepler-82 c,Kepler-82 c,2MASS J19312961+4257580,19h31m29.61s,292.873380,+42d57m58.1s,42.966141,YES,2013-08-28 0
177,7366258,K00880.04,Kepler-82 d,Kepler-82 d,2MASS J19312961+4257580,19h31m29.61s,292.873380,+42d57m58.1s,42.966141,YES,2014-02-26 0
178,7366258,K00880.03,Kepler-82 e,Kepler-82 e,2MASS J19312961+4257580,19h31m29.61s,292.873380,+42d57m58.1s,42.966141,YES,2014-02-26 0
179,7870390,K00898.01,Kepler-83 b,Kepler-83 b,2MASS J18485580+4339562,18h48m55.80s,282.232510,+43d39m56.3s,43.665630,YES,2013-08-28 0
180,7870390,K00898.03,Kepler-83 c,Kepler-83 c,2MASS J18485580+4339562,18h48m55.80s,282.232510,+43d39m56.3s,43.665630,YES,2013-08-28 0
181,7870390,K00898.02,Kepler-83 d,Kepler-83 d,2MASS J18485580+4339562,18h48m55.80s,282.232510,+43d39m56.3s,43.665630,YES,2014-02-26 0
182,5301750,K01589.01,Kepler-84 b,Kepler-84 b,2MASS J19530049+4029458,19h53m00.49s,298.252040,+40d29m45.9s,40.496078,YES,2013-08-28 0
183,5301750,K01589.02,Kepler-84 c,Kepler-84 c,2MASS J19530049+4029458,19h53m00.49s,298.252040,+40d29m45.9s,40.496078,YES,2013-08-28 0
184,5301750,K01589.04,Kepler-84 d,Kepler-84 d,2MASS J19530049+4029458,19h53m00.49s,298.252040,+40d29m45.9s,40.496078,YES,2014-02-26 0
185,5301750,K01589.03,Kepler-84 e,Kepler-84 e,2MASS J19530049+4029458,19h53m00.49s,298.252040,+40d29m45.9s,40.496078,YES,2014-02-26 0
186,5301750,K01589.05,Kepler-84 f,Kepler-84 f,2MASS J19530049+4029458,19h53m00.49s,298.252040,+40d29m45.9s,40.496078,YES,2014-02-26 0
187,8950568,K02038.01,Kepler-85 b,Kepler-85 b,2MASS J19235362+4517251,19h23m53.62s,290.973420,+45d17m25.2s,45.290321,YES,2013-08-28 0
188,8950568,K02038.02,Kepler-85 c,Kepler-85 c,2MASS J19235362+4517251,19h23m53.62s,290.973420,+45d17m25.2s,45.290321,YES,2013-08-28 0
189,8950568,K02038.03,Kepler-85 d,Kepler-85 d,2MASS J19235362+4517251,19h23m53.62s,290.973420,+45d17m25.2s,45.290321,YES,2014-02-26 0
190,8950568,K02038.04,Kepler-85 e,Kepler-85 e,2MASS J19235362+4517251,19h23m53.62s,290.973420,+45d17m25.2s,45.290321,YES,2014-02-26 0
191,12735740,K03663.01,Kepler-86 b,PH2 b,2MASS J19190326+5157453,19h19m03.27s,289.763610,+51d57m45.4s,51.962601,YES,2013-09-26 0
192,10028792,K01574.01,Kepler-87 b,Kepler-87 b,2MASS J19514005+4657544,19h51m40.05s,297.916870,+46d57m54.5s,46.965130,YES,2013-10-17 0
193,10028792,K01574.02,Kepler-87 c,Kepler-87 c,2MASS J19514005+4657544,19h51m40.05s,297.916870,+46d57m54.5s,46.965130,YES,2013-10-17 0
194,5446285,K00142.01,Kepler-88 b,KOI-142 b,2MASS J19243554+4040098,19h24m35.54s,291.148070,+40d40m09.8s,40.669399,YES,2013-10-17 0
195,5446285,,Kepler-88 c,KOI-142 c,2MASS J19243554+4040098,19h24m35.54s,291.148070,+40d40m09.8s,40.669399,NO,2013-10-17 0
196,6462863,K00094.04,Kepler-89 b,KOI-94 b,2MASS J19491993+4153280,19h49m19.94s,297.333070,+41d53m28.0s,41.891121,YES,2013-11-01 0
197,6462863,K00094.02,Kepler-89 c,KOI-94 c,2MASS J19491993+4153280,19h49m19.94s,297.333070,+41d53m28.0s,41.891121,YES,2013-11-01 0
198,6462863,K00094.01,Kepler-89 d,KOI-94 d,2MASS J19491993+4153280,19h49m19.94s,297.333070,+41d53m28.0s,41.891121,YES,2013-11-01 0
199,6462863,K00094.03,Kepler-89 e,KOI-94 e,2MASS J19491993+4153280,19h49m19.94s,297.333070,+41d53m28.0s,41.891121,YES,2013-11-01 0
200,11442793,K00351.06,Kepler-90 b,KOI-351 b,2MASS J18574403+4918185,18h57m44.04s,284.433500,+49d18m18.6s,49.305161,YES,2013-11-01 0
201,11442793,K00351.05,Kepler-90 c,KOI-351 c,2MASS J18574403+4918185,18h57m44.04s,284.433500,+49d18m18.6s,49.305161,YES,2013-11-01 0
202,11442793,K00351.03,Kepler-90 d,KOI-351 d,2MASS J18574403+4918185,18h57m44.04s,284.433500,+49d18m18.6s,49.305161,YES,2013-11-01 0
203,11442793,K00351.04,Kepler-90 e,KOI-351 e,2MASS J18574403+4918185,18h57m44.04s,284.433500,+49d18m18.6s,49.305161,YES,2013-11-01 0
204,11442793,,Kepler-90 f,KOI-351 f,2MASS J18574403+4918185,18h57m44.04s,284.433500,+49d18m18.6s,49.305161,NO,2013-11-01 0
205,11442793,K00351.02,Kepler-90 g,KOI-351 g,2MASS J18574403+4918185,18h57m44.04s,284.433500,+49d18m18.6s,49.305161,YES,2013-11-01 0
206,11442793,K00351.01,Kepler-90 h,KOI-351 h,2MASS J18574403+4918185,18h57m44.04s,284.433500,+49d18m18.6s,49.305161,YES,2013-11-01 0
207,8219268,K02133.01,Kepler-91 b,Kepler-91 b,2MASS J19024148+4407002,19h02m41.49s,285.672880,+44d07m00.2s,44.116730,YES,2013-12-18 0
208,6196457,K00285.01,Kepler-92 b,Kepler-92 b,2MASS J19162065+4133465,19h16m20.65s,289.086060,+41d33m46.6s,41.562958,YES,2013-12-18 0
209,6196457,K00285.02,Kepler-92 c,Kepler-92 c,2MASS J19162065+4133465,19h16m20.65s,289.086060,+41d33m46.6s,41.562958,YES,2013-12-18 0
210,6196457,K00285.03,Kepler-92 d,Kepler-92 d,2MASS J19162065+4133465,19h16m20.65s,289.086060,+41d33m46.6s,41.562958,YES,2015-05-21 0
211,3544595,K00069.01,Kepler-93 b,Kepler-93 b,2MASS J19254039+3840204,19h25m40.39s,291.418300,+38d40m20.5s,38.672359,YES,2014-01-06 0
212,3544595,K00069.10,Kepler-93 c,Kepler-93 c,2MASS J19254039+3840204,19h25m40.39s,291.418300,+38d40m20.5s,38.672359,NO,2014-01-06 0
213,10318874,K00104.01,Kepler-94 b,Kepler-94 b,2MASS J18444674+4729496,18h44m46.74s,281.194730,+47d29m49.7s,47.497131,YES,2014-01-06 0
214,10318874,K00104.10,Kepler-94 c,Kepler-94 c,2MASS J18444674+4729496,18h44m46.74s,281.194730,+47d29m49.7s,47.497131,NO,2014-01-06 0
215,8349582,K00122.01,Kepler-95 b,Kepler-95 b,2MASS J18575579+4423529,18h57m55.79s,284.482450,+44d23m52.9s,44.398041,YES,2014-01-06 0
216,5383248,K00261.01,Kepler-96 b,Kepler-96 b,2MASS J19481670+4031304,19h48m16.71s,297.069610,+40d31m30.5s,40.525131,YES,2014-01-06 0
217,11075737,K00292.01,Kepler-97 b,Kepler-97 b,2MASS J19091838+4840243,19h09m18.39s,287.326630,+48d40m24.4s,48.673431,YES,2014-01-06 0
218,11075737,K00292.10,Kepler-97 c,Kepler-97 c,2MASS J19091838+4840243,19h09m18.39s,287.326630,+48d40m24.4s,48.673431,NO,2014-01-06 0
219,2692377,K00299.01,Kepler-98 b,Kepler-98 b,2MASS J19023879+3757522,19h02m38.80s,285.661650,+37d57m52.2s,37.964500,YES,2014-01-06 0
220,6063220,K00305.01,Kepler-99 b,Kepler-99 b,2MASS J19492496+4118001,19h49m24.96s,297.354000,+41d18m00.2s,41.300049,YES,2014-01-06 0
221,6521045,K00041.02,Kepler-100 b,Kepler-100 b,2MASS J19253263+4159249,19h25m32.64s,291.385990,+41d59m25.0s,41.990269,YES,2014-01-06 0
222,6521045,K00041.01,Kepler-100 c,Kepler-100 c,2MASS J19253263+4159249,19h25m32.64s,291.385990,+41d59m25.0s,41.990269,YES,2014-01-06 0
223,6521045,K00041.03,Kepler-100 d,Kepler-100 d,2MASS J19253263+4159249,19h25m32.64s,291.385990,+41d59m25.0s,41.990269,YES,2014-01-06 0
224,10905239,K00046.01,Kepler-101 b,Kepler-101 b,2MASS J18530131+4821188,18h53m01.32s,283.255490,+48d21m18.8s,48.355232,YES,2014-02-26 0
225,10905239,K00046.02,Kepler-101 c,Kepler-101 c,2MASS J18530131+4821188,18h53m01.32s,283.255490,+48d21m18.8s,48.355232,YES,2014-02-26 0
226,10187017,K00082.05,Kepler-102 b,Kepler-102 b,2MASS J18455585+4712289,18h45m55.86s,281.482730,+47d12m28.9s,47.208031,YES,2014-01-06 0
227,10187017,K00082.04,Kepler-102 c,Kepler-102 c,2MASS J18455585+4712289,18h45m55.86s,281.482730,+47d12m28.9s,47.208031,YES,2014-01-06 0
228,10187017,K00082.02,Kepler-102 d,Kepler-102 d,2MASS J18455585+4712289,18h45m55.86s,281.482730,+47d12m28.9s,47.208031,YES,2014-01-06 0
229,10187017,K00082.01,Kepler-102 e,Kepler-102 e,2MASS J18455585+4712289,18h45m55.86s,281.482730,+47d12m28.9s,47.208031,YES,2014-01-06 0
230,10187017,K00082.03,Kepler-102 f,Kepler-102 f,2MASS J18455585+4712289,18h45m55.86s,281.482730,+47d12m28.9s,47.208031,YES,2014-01-06 0
231,4914423,K00108.01,Kepler-103 b,Kepler-103 b,2MASS J19155629+4003522,19h15m56.29s,288.984560,+40d03m52.3s,40.064529,YES,2014-01-06 0
232,4914423,K00108.02,Kepler-103 c,Kepler-103 c,2MASS J19155629+4003522,19h15m56.29s,288.984560,+40d03m52.3s,40.064529,YES,2014-01-06 0
233,6678383,K00111.01,Kepler-104 b,Kepler-104 b,2MASS J19102510+4210004,19h10m25.11s,287.604610,+42d10m00.4s,42.166779,YES,2014-02-26 0
234,6678383,K00111.02,Kepler-104 c,Kepler-104 c,2MASS J19102510+4210004,19h10m25.11s,287.604610,+42d10m00.4s,42.166779,YES,2014-02-26 0
235,6678383,K00111.03,Kepler-104 d,Kepler-104 d,2MASS J19102510+4210004,19h10m25.11s,287.604610,+42d10m00.4s,42.166779,YES,2014-02-26 0
236,9579641,K00115.01,Kepler-105 b,Kepler-105 b,2MASS J19113295+4616344,19h11m32.96s,287.887330,+46d16m34.5s,46.276241,YES,2014-01-16 0
237,9579641,K00115.02,Kepler-105 c,Kepler-105 c,2MASS J19113295+4616344,19h11m32.96s,287.887330,+46d16m34.5s,46.276241,YES,2014-02-26 0
238,8395660,K00116.03,Kepler-106 b,Kepler-106 b,2MASS J20032735+4420151,20h03m27.36s,300.863980,+44d20m15.2s,44.337551,YES,2014-01-06 0
239,8395660,K00116.01,Kepler-106 c,Kepler-106 c,2MASS J20032735+4420151,20h03m27.36s,300.863980,+44d20m15.2s,44.337551,YES,2014-01-06 0
240,8395660,K00116.04,Kepler-106 d,Kepler-106 d,2MASS J20032735+4420151,20h03m27.36s,300.863980,+44d20m15.2s,44.337551,YES,2014-01-06 0
241,8395660,K00116.02,Kepler-106 e,Kepler-106 e,2MASS J20032735+4420151,20h03m27.36s,300.863980,+44d20m15.2s,44.337551,YES,2014-01-06 0
242,10875245,K00117.03,Kepler-107 b,Kepler-107 b,2MASS J19480677+4812309,19h48m06.78s,297.028260,+48d12m31.0s,48.208611,YES,2014-02-26 0
243,10875245,K00117.02,Kepler-107 c,Kepler-107 c,2MASS J19480677+4812309,19h48m06.78s,297.028260,+48d12m31.0s,48.208611,YES,2014-02-26 0
244,10875245,K00117.04,Kepler-107 d,Kepler-107 d,2MASS J19480677+4812309,19h48m06.78s,297.028260,+48d12m31.0s,48.208611,YES,2014-02-26 0
245,10875245,K00117.01,Kepler-107 e,Kepler-107 e,2MASS J19480677+4812309,19h48m06.78s,297.028260,+48d12m31.0s,48.208611,YES,2014-02-26 0
246,9471974,K00119.01,Kepler-108 b,Kepler-108 b,2MASS J19381420+4603443,19h38m14.20s,294.559170,+46d03m44.4s,46.062328,YES,2014-02-26 0
247,9471974,K00119.02,Kepler-108 c,Kepler-108 c,2MASS J19381420+4603443,19h38m14.20s,294.559170,+46d03m44.4s,46.062328,YES,2014-02-26 0
248,5094751,K00123.01,Kepler-109 b,Kepler-109 b,2MASS J19213425+4017055,19h21m34.26s,290.392730,+40d17m05.5s,40.284870,YES,2014-01-06 0
249,5094751,K00123.02,Kepler-109 c,Kepler-109 c,2MASS J19213425+4017055,19h21m34.26s,290.392730,+40d17m05.5s,40.284870,YES,2014-01-06 0
250,11086270,K00124.01,Kepler-110 b,Kepler-110 b,2MASS J19314299+4836101,19h31m42.99s,292.929140,+48d36m10.1s,48.602810,YES,2014-02-26 0
251,11086270,K00124.02,Kepler-110 c,Kepler-110 c,2MASS J19314299+4836101,19h31m42.99s,292.929140,+48d36m10.1s,48.602810,YES,2014-02-26 0
252,8559644,K00139.02,Kepler-111 b,Kepler-111 b,2MASS J19263676+4441177,19h26m36.76s,291.653170,+44d41m17.8s,44.688271,YES,2014-02-26 0
253,8559644,K00139.01,Kepler-111 c,Kepler-111 c,2MASS J19263676+4441177,19h26m36.76s,291.653170,+44d41m17.8s,44.688271,YES,2014-02-26 0
254,7626506,K00150.01,Kepler-112 b,Kepler-112 b,2MASS J19475544+4312351,19h47m55.44s,296.981020,+43d12m35.1s,43.209751,YES,2014-02-26 0
255,7626506,K00150.02,Kepler-112 c,Kepler-112 c,2MASS J19475544+4312351,19h47m55.44s,296.981020,+43d12m35.1s,43.209751,YES,2014-02-26 0
256,12252424,K00153.02,Kepler-113 b,Kepler-113 b,2MASS J19115949+5056395,19h11m59.49s,287.997890,+50d56m39.6s,50.944328,YES,2014-01-06 0
257,12252424,K00153.01,Kepler-113 c,Kepler-113 c,2MASS J19115949+5056395,19h11m59.49s,287.997890,+50d56m39.6s,50.944328,YES,2014-01-06 0
258,10925104,K00156.02,Kepler-114 b,Kepler-114 b,2MASS J19362914+4820582,19h36m29.14s,294.121430,+48d20m58.3s,48.349522,YES,2014-02-26 0
259,10925104,K00156.01,Kepler-114 c,Kepler-114 c,2MASS J19362914+4820582,19h36m29.14s,294.121430,+48d20m58.3s,48.349522,YES,2013-12-18 0
260,10925104,K00156.03,Kepler-114 d,Kepler-114 d,2MASS J19362914+4820582,19h36m29.14s,294.121430,+48d20m58.3s,48.349522,YES,2013-12-18 0
261,8972058,K00159.02,Kepler-115 b,Kepler-115 b,2MASS J19505084+4515429,19h50m50.84s,297.711850,+45d15m42.9s,45.261921,YES,2014-02-26 0
262,8972058,K00159.01,Kepler-115 c,Kepler-115 c,2MASS J19505084+4515429,19h50m50.84s,297.711850,+45d15m42.9s,45.261921,YES,2014-02-26 0
263,7831264,K00171.01,Kepler-116 b,Kepler-116 b,2MASS J19385809+4332126,19h38m58.10s,294.742070,+43d32m12.6s,43.536831,YES,2014-02-26 0
264,7831264,K00171.02,Kepler-116 c,Kepler-116 c,2MASS J19385809+4332126,19h38m58.10s,294.742070,+43d32m12.6s,43.536831,YES,2014-02-26 0
265,10723750,K00209.02,Kepler-117 b,Kepler-117 b,2MASS J19151032+4802248,19h15m10.33s,288.793030,+48d02m24.8s,48.040230,YES,2014-02-26 0
266,10723750,K00209.01,Kepler-117 c,Kepler-117 c,2MASS J19151032+4802248,19h15m10.33s,288.793030,+48d02m24.8s,48.040230,YES,2014-02-26 0
267,6152974,K00216.02,Kepler-118 b,Kepler-118 b,2MASS J19565115+4125293,19h56m51.16s,299.213170,+41d25m29.4s,41.424831,YES,2014-02-26 0
268,6152974,K00216.01,Kepler-118 c,Kepler-118 c,2MASS J19565115+4125293,19h56m51.16s,299.213170,+41d25m29.4s,41.424831,YES,2014-02-26 0
269,7132798,K00220.01,Kepler-119 b,Kepler-119 b,2MASS J19434714+4239321,19h43m47.14s,295.946410,+42d39m32.1s,42.658920,YES,2014-02-26 0
270,7132798,K00220.02,Kepler-119 c,Kepler-119 c,2MASS J19434714+4239321,19h43m47.14s,295.946410,+42d39m32.1s,42.658920,YES,2014-02-26 0
271,4249725,K00222.01,Kepler-120 b,Kepler-120 b,2MASS J19113399+3920208,19h11m33.99s,287.891630,+39d20m20.9s,39.339130,YES,2014-02-26 0
272,4249725,K00222.02,Kepler-120 c,Kepler-120 c,2MASS J19113399+3920208,19h11m33.99s,287.891630,+39d20m20.9s,39.339130,YES,2014-02-26 0
273,4545187,K00223.01,Kepler-121 b,Kepler-121 b,2MASS J19043889+3940407,19h04m38.89s,286.162050,+39d40m40.8s,39.678001,YES,2014-02-26 0
274,4545187,K00223.02,Kepler-121 c,Kepler-121 c,2MASS J19043889+3940407,19h04m38.89s,286.162050,+39d40m40.8s,39.678001,YES,2014-02-26 0
275,4833421,K00232.02,Kepler-122 b,Kepler-122 b,2MASS J19242685+3956567,19h24m26.85s,291.111880,+39d56m56.8s,39.949108,YES,2014-02-26 0
276,4833421,K00232.01,Kepler-122 c,Kepler-122 c,2MASS J19242685+3956567,19h24m26.85s,291.111880,+39d56m56.8s,39.949108,YES,2014-02-26 0
277,4833421,K00232.03,Kepler-122 d,Kepler-122 d,2MASS J19242685+3956567,19h24m26.85s,291.111880,+39d56m56.8s,39.949108,YES,2014-02-26 0
278,4833421,K00232.04,Kepler-122 e,Kepler-122 e,2MASS J19242685+3956567,19h24m26.85s,291.111880,+39d56m56.8s,39.949108,YES,2014-02-26 0
279,4833421,K00232.05,Kepler-122 f,Kepler-122 f,2MASS J19242685+3956567,19h24m26.85s,291.111880,+39d56m56.8s,39.949108,YES,2014-05-28 0
280,7219825,K00238.01,Kepler-123 b,Kepler-123 b,2MASS J19475966+4246550,19h47m59.67s,296.998630,+42d46m55.1s,42.781960,YES,2014-02-26 0
281,7219825,K00238.02,Kepler-123 c,Kepler-123 c,2MASS J19475966+4246550,19h47m59.67s,296.998630,+42d46m55.1s,42.781960,YES,2014-02-26 0
282,11288051,K00241.03,Kepler-124 b,Kepler-124 b,2MASS J19070067+4903536,19h07m00.67s,286.752780,+49d03m53.7s,49.064911,YES,2014-02-26 0
283,11288051,K00241.01,Kepler-124 c,Kepler-124 c,2MASS J19070067+4903536,19h07m00.67s,286.752780,+49d03m53.7s,49.064911,YES,2014-02-26 0
284,11288051,K00241.02,Kepler-124 d,Kepler-124 d,2MASS J19070067+4903536,19h07m00.67s,286.752780,+49d03m53.7s,49.064911,YES,2014-02-26 0
285,10489206,K00251.01,Kepler-125 b,Kepler-125 b,2MASS J19530194+4736178,19h53m01.95s,298.258120,+47d36m17.8s,47.604939,YES,2014-02-26 0
286,10489206,K00251.02,Kepler-125 c,Kepler-125 c,2MASS J19530194+4736178,19h53m01.95s,298.258120,+47d36m17.8s,47.604939,YES,2014-02-26 0
287,8292840,K00260.01,Kepler-126 b,Kepler-126 b,2MASS J19172334+4412307,19h17m23.36s,289.347320,+44d12m30.6s,44.208511,YES,2014-02-26 0
288,8292840,K00260.03,Kepler-126 c,Kepler-126 c,2MASS J19172334+4412307,19h17m23.36s,289.347320,+44d12m30.6s,44.208511,YES,2014-02-26 0
289,8292840,K00260.02,Kepler-126 d,Kepler-126 d,2MASS J19172334+4412307,19h17m23.36s,289.347320,+44d12m30.6s,44.208511,YES,2014-02-26 0
290,9451706,K00271.03,Kepler-127 b,Kepler-127 b,2MASS J19004559+4601406,19h00m45.60s,285.190000,+46d01m40.7s,46.027962,YES,2014-02-26 0
291,9451706,K00271.02,Kepler-127 c,Kepler-127 c,2MASS J19004559+4601406,19h00m45.60s,285.190000,+46d01m40.7s,46.027962,YES,2014-02-26 0
292,9451706,K00271.01,Kepler-127 d,Kepler-127 d,2MASS J19004559+4601406,19h00m45.60s,285.190000,+46d01m40.7s,46.027962,YES,2014-02-26 0
293,8077137,K00274.01,Kepler-128 b,Kepler-128 b,2MASS J18495813+4358487,18h49m58.13s,282.492220,+43d58m48.8s,43.980209,YES,2013-12-18 0
294,8077137,K00274.02,Kepler-128 c,Kepler-128 c,2MASS J18495813+4358487,18h49m58.13s,282.492220,+43d58m48.8s,43.980209,YES,2013-12-18 0
295,10586004,K00275.01,Kepler-129 b,Kepler-129 b,2MASS J19011470+4750549,19h01m14.70s,285.311250,+47d50m54.8s,47.848564,YES,2014-02-26 0
296,10586004,K00275.02,Kepler-129 c,Kepler-129 c,2MASS J19011470+4750549,19h01m14.70s,285.311250,+47d50m54.8s,47.848564,YES,2014-02-26 0
297,5088536,K00282.02,Kepler-130 b,Kepler-130 b,2MASS J19134816+4014431,19h13m48.16s,288.450650,+40d14m43.2s,40.245327,YES,2014-02-26 0
298,5088536,K00282.01,Kepler-130 c,Kepler-130 c,2MASS J19134816+4014431,19h13m48.16s,288.450650,+40d14m43.2s,40.245327,YES,2014-01-16 0
299,5088536,K00282.03,Kepler-130 d,Kepler-130 d,2MASS J19134816+4014431,19h13m48.16s,288.450650,+40d14m43.2s,40.245327,YES,2014-02-26 0
300,5695396,K00283.01,Kepler-131 b,Kepler-131 b,2MASS J19140739+4056322,19h14m07.40s,288.530820,+40d56m32.3s,40.942299,YES,2014-01-06 0
301,5695396,K00283.02,Kepler-131 c,Kepler-131 c,2MASS J19140739+4056322,19h14m07.40s,288.530820,+40d56m32.3s,40.942299,YES,2014-01-06 0
302,6021275,K00284.03,Kepler-132 b,Kepler-132 b,2MASS J18525659+4120349,18h52m56.59s,283.235810,+41d20m34.9s,41.343040,YES,2014-02-26 0
303,6021275,K00284.02,Kepler-132 c,Kepler-132 c,2MASS J18525659+4120349,18h52m56.59s,283.235810,+41d20m34.9s,41.343040,YES,2014-02-26 0
304,6021275,K00284.01,Kepler-132 d,Kepler-132 d,2MASS J18525659+4120349,18h52m56.59s,283.235810,+41d20m34.9s,41.343040,YES,2014-02-26 0
305,6021275,K00284.04,Kepler-132 e,Kepler-132 e,2MASS J18525659+4120349,18h52m56.59s,283.235810,+41d20m34.9s,41.343040,YES,2016-05-10 0
306,10933561,K00291.02,Kepler-133 b,Kepler-133 b,2MASS J19490671+4819131,19h49m06.72s,297.277980,+48d19m13.2s,48.320332,YES,2014-02-26 0
307,10933561,K00291.01,Kepler-133 c,Kepler-133 c,2MASS J19490671+4819131,19h49m06.72s,297.277980,+48d19m13.2s,48.320332,YES,2014-02-26 0
308,11547513,K00295.01,Kepler-134 b,Kepler-134 b,2MASS J18585736+4935542,18h58m57.37s,284.739040,+49d35m54.2s,49.598400,YES,2014-02-26 0
309,11547513,K00295.02,Kepler-134 c,Kepler-134 c,2MASS J18585736+4935542,18h58m57.37s,284.739040,+49d35m54.2s,49.598400,YES,2014-02-26 0
310,3642289,K00301.01,Kepler-135 b,Kepler-135 b,2MASS J19215883+3847437,19h21m58.83s,290.495120,+38d47m43.7s,38.795479,YES,2014-02-26 0
311,3642289,K00301.02,Kepler-135 c,Kepler-135 c,2MASS J19215883+3847437,19h21m58.83s,290.495120,+38d47m43.7s,38.795479,YES,2014-02-26 0
312,7050989,K00312.01,Kepler-136 b,Kepler-136 b,2MASS J19455215+4235555,19h45m52.16s,296.467320,+42d35m55.6s,42.598785,YES,2014-02-26 0
313,7050989,K00312.02,Kepler-136 c,Kepler-136 c,2MASS J19455215+4235555,19h45m52.16s,296.467320,+42d35m55.6s,42.598785,YES,2014-02-26 0
314,7419318,K00313.02,Kepler-137 b,Kepler-137 b,2MASS J18483252+4302207,18h48m32.53s,282.135530,+43d02m20.8s,43.039101,YES,2014-02-26 0
315,7419318,K00313.01,Kepler-137 c,Kepler-137 c,2MASS J18483252+4302207,18h48m32.53s,282.135530,+43d02m20.8s,43.039101,YES,2014-02-26 0
316,7603200,K00314.03,Kepler-138 b,Kepler-138 b,2MASS J19213157+4317347,19h21m31.56s,290.381500,+43d17m34.8s,43.292988,YES,2014-02-26 0
317,7603200,K00314.01,Kepler-138 c,Kepler-138 c,2MASS J19213157+4317347,19h21m31.56s,290.381500,+43d17m34.8s,43.292988,YES,2014-01-30 0
318,7603200,K00314.02,Kepler-138 d,Kepler-138 d,2MASS J19213157+4317347,19h21m31.56s,290.381500,+43d17m34.8s,43.292988,YES,2014-01-30 0
319,8008067,K00316.01,Kepler-139 b,Kepler-139 b,2MASS J18493406+4353216,18h49m34.07s,282.391940,+43d53m21.7s,43.889351,YES,2014-02-26 0
320,8008067,K00316.02,Kepler-139 c,Kepler-139 c,2MASS J18493406+4353216,18h49m34.07s,282.391940,+43d53m21.7s,43.889351,YES,2014-02-26 0
